,Id,Customer_Issue_Summary__c,Customer_Issue__c,Resolution_Summary__c,Resolution__c,component,type,Status,ClosedDate,SerialNumber,SerialNumberContract,Qty,src,flag_validinstall
77,50046000006axmvAAA,"upgrade RPPs to WaveStar Infinity 

Remove the existing monitoring system and install Infinity Color touch display, 250A panelboard miain split core CTs, 42 pole panelboard BCMS with split core CT strips
400V input with 225A NF panelboartds

site
IBM Cloud units at QTS
6431 Longhorn Dr
Irving, TX",Installation Request,upgrade to Infinity is complete,Site Visit,Display,upgrade,Closed,7/23/2018 14:23,RPP,RPP,10.0,Product_1__c,False
78,50046000006axmvAAA,"upgrade RPPs to WaveStar Infinity 

Remove the existing monitoring system and install Infinity Color touch display, 250A panelboard miain split core CTs, 42 pole panelboard BCMS with split core CT strips
400V input with 225A NF panelboartds

site
IBM Cloud units at QTS
6431 Longhorn Dr
Irving, TX",Installation Request,upgrade to Infinity is complete,Site Visit,Display,upgrade,Closed,7/23/2018 14:23,nan,,0.0,Product_2__c,True
79,50046000006axmvAAA,"upgrade RPPs to WaveStar Infinity 

Remove the existing monitoring system and install Infinity Color touch display, 250A panelboard miain split core CTs, 42 pole panelboard BCMS with split core CT strips
400V input with 225A NF panelboartds

site
IBM Cloud units at QTS
6431 Longhorn Dr
Irving, TX",Installation Request,upgrade to Infinity is complete,Site Visit,Display,upgrade,Closed,7/23/2018 14:23,nan,,0.0,Product_3__c,True
80,50046000006axmvAAA,"upgrade RPPs to WaveStar Infinity 

Remove the existing monitoring system and install Infinity Color touch display, 250A panelboard miain split core CTs, 42 pole panelboard BCMS with split core CT strips
400V input with 225A NF panelboartds

site
IBM Cloud units at QTS
6431 Longhorn Dr
Irving, TX",Installation Request,upgrade to Infinity is complete,Site Visit,Display,upgrade,Closed,7/23/2018 14:23,189-0014,189-0014,"upgrade RPPs to WaveStar Infinity 

Remove the existing monitoring system and install Infinity Color touch display, 250A panelboard miain split core CTs, 42 pole panelboard BCMS with split core CT strips
400V input with 225A NF panelboartds

site
IBM Cloud units at QTS
6431 Longhorn Dr
Irving, TX",Serial_Date_Lot_Code__c,True
81,50046000007ObEoAAK,"Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Installation Request,Customer canceled install and let us know that they have completed it themselves.,Hardware/Parts Provided,Display,upgrade,Closed,10/26/2018 12:45,180-2429,180-2429,6.0,Product_1__c,True
82,50046000007ObEoAAK,"Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Installation Request,Customer canceled install and let us know that they have completed it themselves.,Hardware/Parts Provided,Display,upgrade,Closed,10/26/2018 12:45,nan,,0.0,Product_2__c,True
83,50046000007ObEoAAK,"Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Installation Request,Customer canceled install and let us know that they have completed it themselves.,Hardware/Parts Provided,Display,upgrade,Closed,10/26/2018 12:45,nan,,0.0,Product_3__c,True
84,50046000007ObEoAAK,"Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Installation Request,Customer canceled install and let us know that they have completed it themselves.,Hardware/Parts Provided,Display,upgrade,Closed,10/26/2018 12:45,180-2429-1,"180-2429-1
180-2429-2
180-2429-3
180-2429-4
180-2429-5
180-2429-6","Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Serial_Date_Lot_Code__c,True
85,50046000007ObEoAAK,"Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Installation Request,Customer canceled install and let us know that they have completed it themselves.,Hardware/Parts Provided,Display,upgrade,Closed,10/26/2018 12:45,180-2429-2,"180-2429-1
180-2429-2
180-2429-3
180-2429-4
180-2429-5
180-2429-6","Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Serial_Date_Lot_Code__c,True
86,50046000007ObEoAAK,"Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Installation Request,Customer canceled install and let us know that they have completed it themselves.,Hardware/Parts Provided,Display,upgrade,Closed,10/26/2018 12:45,180-2429-3,"180-2429-1
180-2429-2
180-2429-3
180-2429-4
180-2429-5
180-2429-6","Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Serial_Date_Lot_Code__c,True
87,50046000007ObEoAAK,"Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Installation Request,Customer canceled install and let us know that they have completed it themselves.,Hardware/Parts Provided,Display,upgrade,Closed,10/26/2018 12:45,180-2429-4,"180-2429-1
180-2429-2
180-2429-3
180-2429-4
180-2429-5
180-2429-6","Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Serial_Date_Lot_Code__c,True
88,50046000007ObEoAAK,"Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Installation Request,Customer canceled install and let us know that they have completed it themselves.,Hardware/Parts Provided,Display,upgrade,Closed,10/26/2018 12:45,180-2429-5,"180-2429-1
180-2429-2
180-2429-3
180-2429-4
180-2429-5
180-2429-6","Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Serial_Date_Lot_Code__c,True
89,50046000007ObEoAAK,"Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Installation Request,Customer canceled install and let us know that they have completed it themselves.,Hardware/Parts Provided,Display,upgrade,Closed,10/26/2018 12:45,180-2429-6,"180-2429-1
180-2429-2
180-2429-3
180-2429-4
180-2429-5
180-2429-6","Installation of six (6) WaveStar color monitor upgrades (door, hardware and PCA16209 included)",Serial_Date_Lot_Code__c,True
90,50046000007DCUsAAO,"M4 to WS color touch screen upgrade. schedule below. 

7/23/2018	4:00 PM	C100 (Vacant Cage)	PDU A3 C100	110- 2004	WO3610946 
7/23/2018	7:00 PM	C100 (Vacant Cage)	PDU B3 C100	110- 2004	WO3610946 

7/24/2018	4:00 PM	C100 (Wyndham)	PDU A5 C100	110- 2002	WO3611119 
7/24/2018	8:00 PM	C100 (Wyndham)	PDU B5 C100	110- 2002	WO3611119 

7/25/2018	4:00 PM	C100 (AIS)	PDU A2 C100	110- 2004	WO3611132 
7/25/2018	8:00 PM	C100 (AIS)	PDU A4 C100	110- 2004	WO3611132 

7/26/2018	4:00 PM	S330 (Wyndham)	PDU C1300	110- 2002	WO3611133 
7/26/2018	8:00 PM	S330 (Wyndham)	PDU D1300	110- 2002	WO3611133 

7/27/2018	4:00 PM	C100 (AIS)	PDU B2 C100	110- 2004	WO3611132 
7/27/2018	8:00 PM	C100 (AIS)	PDU B4 C100	110- 2004	WO3611132 
End of Week 1	
7/30/2018	5:00 PM	C100 (DLR Colo)	PDU A1 C100	110- 2004	WO3611129 
7/30/2018	10:00 PM	S360 (Petsmart)	PDU E5300	110- 2003	WO3616447 

7/31/2018	5:00 PM	S340 (DLR Colo)	PDU ABQ300	110- 2002	WO3611137 
7/31/2018	10:00 PM	S360 (Petsmart)	PDU E6300	110- 2003	WO3616447 

8/1/2018	5:00 PM	C100 (DLR Colo)	PDU B1 C100	110- 2004	WO3611129 
8/1/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141 

8/2/2018	5:00 PM	S340 (DLR Colo)	PDU E2300	110- 2002	WO3611137 
8/2/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141",Installation Request,Old DLR upgrade,Site Visit,Display,upgrade,Closed,10/3/2019 20:14,PDU,PDU,18.0,Product_1__c,False
91,50046000007DCUsAAO,"M4 to WS color touch screen upgrade. schedule below. 

7/23/2018	4:00 PM	C100 (Vacant Cage)	PDU A3 C100	110- 2004	WO3610946 
7/23/2018	7:00 PM	C100 (Vacant Cage)	PDU B3 C100	110- 2004	WO3610946 

7/24/2018	4:00 PM	C100 (Wyndham)	PDU A5 C100	110- 2002	WO3611119 
7/24/2018	8:00 PM	C100 (Wyndham)	PDU B5 C100	110- 2002	WO3611119 

7/25/2018	4:00 PM	C100 (AIS)	PDU A2 C100	110- 2004	WO3611132 
7/25/2018	8:00 PM	C100 (AIS)	PDU A4 C100	110- 2004	WO3611132 

7/26/2018	4:00 PM	S330 (Wyndham)	PDU C1300	110- 2002	WO3611133 
7/26/2018	8:00 PM	S330 (Wyndham)	PDU D1300	110- 2002	WO3611133 

7/27/2018	4:00 PM	C100 (AIS)	PDU B2 C100	110- 2004	WO3611132 
7/27/2018	8:00 PM	C100 (AIS)	PDU B4 C100	110- 2004	WO3611132 
End of Week 1	
7/30/2018	5:00 PM	C100 (DLR Colo)	PDU A1 C100	110- 2004	WO3611129 
7/30/2018	10:00 PM	S360 (Petsmart)	PDU E5300	110- 2003	WO3616447 

7/31/2018	5:00 PM	S340 (DLR Colo)	PDU ABQ300	110- 2002	WO3611137 
7/31/2018	10:00 PM	S360 (Petsmart)	PDU E6300	110- 2003	WO3616447 

8/1/2018	5:00 PM	C100 (DLR Colo)	PDU B1 C100	110- 2004	WO3611129 
8/1/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141 

8/2/2018	5:00 PM	S340 (DLR Colo)	PDU E2300	110- 2002	WO3611137 
8/2/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141",Installation Request,Old DLR upgrade,Site Visit,Display,upgrade,Closed,10/3/2019 20:14,nan,,0.0,Product_2__c,True
92,50046000007DCUsAAO,"M4 to WS color touch screen upgrade. schedule below. 

7/23/2018	4:00 PM	C100 (Vacant Cage)	PDU A3 C100	110- 2004	WO3610946 
7/23/2018	7:00 PM	C100 (Vacant Cage)	PDU B3 C100	110- 2004	WO3610946 

7/24/2018	4:00 PM	C100 (Wyndham)	PDU A5 C100	110- 2002	WO3611119 
7/24/2018	8:00 PM	C100 (Wyndham)	PDU B5 C100	110- 2002	WO3611119 

7/25/2018	4:00 PM	C100 (AIS)	PDU A2 C100	110- 2004	WO3611132 
7/25/2018	8:00 PM	C100 (AIS)	PDU A4 C100	110- 2004	WO3611132 

7/26/2018	4:00 PM	S330 (Wyndham)	PDU C1300	110- 2002	WO3611133 
7/26/2018	8:00 PM	S330 (Wyndham)	PDU D1300	110- 2002	WO3611133 

7/27/2018	4:00 PM	C100 (AIS)	PDU B2 C100	110- 2004	WO3611132 
7/27/2018	8:00 PM	C100 (AIS)	PDU B4 C100	110- 2004	WO3611132 
End of Week 1	
7/30/2018	5:00 PM	C100 (DLR Colo)	PDU A1 C100	110- 2004	WO3611129 
7/30/2018	10:00 PM	S360 (Petsmart)	PDU E5300	110- 2003	WO3616447 

7/31/2018	5:00 PM	S340 (DLR Colo)	PDU ABQ300	110- 2002	WO3611137 
7/31/2018	10:00 PM	S360 (Petsmart)	PDU E6300	110- 2003	WO3616447 

8/1/2018	5:00 PM	C100 (DLR Colo)	PDU B1 C100	110- 2004	WO3611129 
8/1/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141 

8/2/2018	5:00 PM	S340 (DLR Colo)	PDU E2300	110- 2002	WO3611137 
8/2/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141",Installation Request,Old DLR upgrade,Site Visit,Display,upgrade,Closed,10/3/2019 20:14,nan,,0.0,Product_3__c,True
93,50046000007DCUsAAO,"M4 to WS color touch screen upgrade. schedule below. 

7/23/2018	4:00 PM	C100 (Vacant Cage)	PDU A3 C100	110- 2004	WO3610946 
7/23/2018	7:00 PM	C100 (Vacant Cage)	PDU B3 C100	110- 2004	WO3610946 

7/24/2018	4:00 PM	C100 (Wyndham)	PDU A5 C100	110- 2002	WO3611119 
7/24/2018	8:00 PM	C100 (Wyndham)	PDU B5 C100	110- 2002	WO3611119 

7/25/2018	4:00 PM	C100 (AIS)	PDU A2 C100	110- 2004	WO3611132 
7/25/2018	8:00 PM	C100 (AIS)	PDU A4 C100	110- 2004	WO3611132 

7/26/2018	4:00 PM	S330 (Wyndham)	PDU C1300	110- 2002	WO3611133 
7/26/2018	8:00 PM	S330 (Wyndham)	PDU D1300	110- 2002	WO3611133 

7/27/2018	4:00 PM	C100 (AIS)	PDU B2 C100	110- 2004	WO3611132 
7/27/2018	8:00 PM	C100 (AIS)	PDU B4 C100	110- 2004	WO3611132 
End of Week 1	
7/30/2018	5:00 PM	C100 (DLR Colo)	PDU A1 C100	110- 2004	WO3611129 
7/30/2018	10:00 PM	S360 (Petsmart)	PDU E5300	110- 2003	WO3616447 

7/31/2018	5:00 PM	S340 (DLR Colo)	PDU ABQ300	110- 2002	WO3611137 
7/31/2018	10:00 PM	S360 (Petsmart)	PDU E6300	110- 2003	WO3616447 

8/1/2018	5:00 PM	C100 (DLR Colo)	PDU B1 C100	110- 2004	WO3611129 
8/1/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141 

8/2/2018	5:00 PM	S340 (DLR Colo)	PDU E2300	110- 2002	WO3611137 
8/2/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141",Installation Request,Old DLR upgrade,Site Visit,Display,upgrade,Closed,10/3/2019 20:14,110-2004,"110-2004
110-2002
110-2248","M4 to WS color touch screen upgrade. schedule below. 

7/23/2018	4:00 PM	C100 (Vacant Cage)	PDU A3 C100	110- 2004	WO3610946 
7/23/2018	7:00 PM	C100 (Vacant Cage)	PDU B3 C100	110- 2004	WO3610946 

7/24/2018	4:00 PM	C100 (Wyndham)	PDU A5 C100	110- 2002	WO3611119 
7/24/2018	8:00 PM	C100 (Wyndham)	PDU B5 C100	110- 2002	WO3611119 

7/25/2018	4:00 PM	C100 (AIS)	PDU A2 C100	110- 2004	WO3611132 
7/25/2018	8:00 PM	C100 (AIS)	PDU A4 C100	110- 2004	WO3611132 

7/26/2018	4:00 PM	S330 (Wyndham)	PDU C1300	110- 2002	WO3611133 
7/26/2018	8:00 PM	S330 (Wyndham)	PDU D1300	110- 2002	WO3611133 

7/27/2018	4:00 PM	C100 (AIS)	PDU B2 C100	110- 2004	WO3611132 
7/27/2018	8:00 PM	C100 (AIS)	PDU B4 C100	110- 2004	WO3611132 
End of Week 1	
7/30/2018	5:00 PM	C100 (DLR Colo)	PDU A1 C100	110- 2004	WO3611129 
7/30/2018	10:00 PM	S360 (Petsmart)	PDU E5300	110- 2003	WO3616447 

7/31/2018	5:00 PM	S340 (DLR Colo)	PDU ABQ300	110- 2002	WO3611137 
7/31/2018	10:00 PM	S360 (Petsmart)	PDU E6300	110- 2003	WO3616447 

8/1/2018	5:00 PM	C100 (DLR Colo)	PDU B1 C100	110- 2004	WO3611129 
8/1/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141 

8/2/2018	5:00 PM	S340 (DLR Colo)	PDU E2300	110- 2002	WO3611137 
8/2/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141",Serial_Date_Lot_Code__c,True
94,50046000007DCUsAAO,"M4 to WS color touch screen upgrade. schedule below. 

7/23/2018	4:00 PM	C100 (Vacant Cage)	PDU A3 C100	110- 2004	WO3610946 
7/23/2018	7:00 PM	C100 (Vacant Cage)	PDU B3 C100	110- 2004	WO3610946 

7/24/2018	4:00 PM	C100 (Wyndham)	PDU A5 C100	110- 2002	WO3611119 
7/24/2018	8:00 PM	C100 (Wyndham)	PDU B5 C100	110- 2002	WO3611119 

7/25/2018	4:00 PM	C100 (AIS)	PDU A2 C100	110- 2004	WO3611132 
7/25/2018	8:00 PM	C100 (AIS)	PDU A4 C100	110- 2004	WO3611132 

7/26/2018	4:00 PM	S330 (Wyndham)	PDU C1300	110- 2002	WO3611133 
7/26/2018	8:00 PM	S330 (Wyndham)	PDU D1300	110- 2002	WO3611133 

7/27/2018	4:00 PM	C100 (AIS)	PDU B2 C100	110- 2004	WO3611132 
7/27/2018	8:00 PM	C100 (AIS)	PDU B4 C100	110- 2004	WO3611132 
End of Week 1	
7/30/2018	5:00 PM	C100 (DLR Colo)	PDU A1 C100	110- 2004	WO3611129 
7/30/2018	10:00 PM	S360 (Petsmart)	PDU E5300	110- 2003	WO3616447 

7/31/2018	5:00 PM	S340 (DLR Colo)	PDU ABQ300	110- 2002	WO3611137 
7/31/2018	10:00 PM	S360 (Petsmart)	PDU E6300	110- 2003	WO3616447 

8/1/2018	5:00 PM	C100 (DLR Colo)	PDU B1 C100	110- 2004	WO3611129 
8/1/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141 

8/2/2018	5:00 PM	S340 (DLR Colo)	PDU E2300	110- 2002	WO3611137 
8/2/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141",Installation Request,Old DLR upgrade,Site Visit,Display,upgrade,Closed,10/3/2019 20:14,110-2002,"110-2004
110-2002
110-2248","M4 to WS color touch screen upgrade. schedule below. 

7/23/2018	4:00 PM	C100 (Vacant Cage)	PDU A3 C100	110- 2004	WO3610946 
7/23/2018	7:00 PM	C100 (Vacant Cage)	PDU B3 C100	110- 2004	WO3610946 

7/24/2018	4:00 PM	C100 (Wyndham)	PDU A5 C100	110- 2002	WO3611119 
7/24/2018	8:00 PM	C100 (Wyndham)	PDU B5 C100	110- 2002	WO3611119 

7/25/2018	4:00 PM	C100 (AIS)	PDU A2 C100	110- 2004	WO3611132 
7/25/2018	8:00 PM	C100 (AIS)	PDU A4 C100	110- 2004	WO3611132 

7/26/2018	4:00 PM	S330 (Wyndham)	PDU C1300	110- 2002	WO3611133 
7/26/2018	8:00 PM	S330 (Wyndham)	PDU D1300	110- 2002	WO3611133 

7/27/2018	4:00 PM	C100 (AIS)	PDU B2 C100	110- 2004	WO3611132 
7/27/2018	8:00 PM	C100 (AIS)	PDU B4 C100	110- 2004	WO3611132 
End of Week 1	
7/30/2018	5:00 PM	C100 (DLR Colo)	PDU A1 C100	110- 2004	WO3611129 
7/30/2018	10:00 PM	S360 (Petsmart)	PDU E5300	110- 2003	WO3616447 

7/31/2018	5:00 PM	S340 (DLR Colo)	PDU ABQ300	110- 2002	WO3611137 
7/31/2018	10:00 PM	S360 (Petsmart)	PDU E6300	110- 2003	WO3616447 

8/1/2018	5:00 PM	C100 (DLR Colo)	PDU B1 C100	110- 2004	WO3611129 
8/1/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141 

8/2/2018	5:00 PM	S340 (DLR Colo)	PDU E2300	110- 2002	WO3611137 
8/2/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141",Serial_Date_Lot_Code__c,True
95,50046000007DCUsAAO,"M4 to WS color touch screen upgrade. schedule below. 

7/23/2018	4:00 PM	C100 (Vacant Cage)	PDU A3 C100	110- 2004	WO3610946 
7/23/2018	7:00 PM	C100 (Vacant Cage)	PDU B3 C100	110- 2004	WO3610946 

7/24/2018	4:00 PM	C100 (Wyndham)	PDU A5 C100	110- 2002	WO3611119 
7/24/2018	8:00 PM	C100 (Wyndham)	PDU B5 C100	110- 2002	WO3611119 

7/25/2018	4:00 PM	C100 (AIS)	PDU A2 C100	110- 2004	WO3611132 
7/25/2018	8:00 PM	C100 (AIS)	PDU A4 C100	110- 2004	WO3611132 

7/26/2018	4:00 PM	S330 (Wyndham)	PDU C1300	110- 2002	WO3611133 
7/26/2018	8:00 PM	S330 (Wyndham)	PDU D1300	110- 2002	WO3611133 

7/27/2018	4:00 PM	C100 (AIS)	PDU B2 C100	110- 2004	WO3611132 
7/27/2018	8:00 PM	C100 (AIS)	PDU B4 C100	110- 2004	WO3611132 
End of Week 1	
7/30/2018	5:00 PM	C100 (DLR Colo)	PDU A1 C100	110- 2004	WO3611129 
7/30/2018	10:00 PM	S360 (Petsmart)	PDU E5300	110- 2003	WO3616447 

7/31/2018	5:00 PM	S340 (DLR Colo)	PDU ABQ300	110- 2002	WO3611137 
7/31/2018	10:00 PM	S360 (Petsmart)	PDU E6300	110- 2003	WO3616447 

8/1/2018	5:00 PM	C100 (DLR Colo)	PDU B1 C100	110- 2004	WO3611129 
8/1/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141 

8/2/2018	5:00 PM	S340 (DLR Colo)	PDU E2300	110- 2002	WO3611137 
8/2/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141",Installation Request,Old DLR upgrade,Site Visit,Display,upgrade,Closed,10/3/2019 20:14,110-2248,"110-2004
110-2002
110-2248","M4 to WS color touch screen upgrade. schedule below. 

7/23/2018	4:00 PM	C100 (Vacant Cage)	PDU A3 C100	110- 2004	WO3610946 
7/23/2018	7:00 PM	C100 (Vacant Cage)	PDU B3 C100	110- 2004	WO3610946 

7/24/2018	4:00 PM	C100 (Wyndham)	PDU A5 C100	110- 2002	WO3611119 
7/24/2018	8:00 PM	C100 (Wyndham)	PDU B5 C100	110- 2002	WO3611119 

7/25/2018	4:00 PM	C100 (AIS)	PDU A2 C100	110- 2004	WO3611132 
7/25/2018	8:00 PM	C100 (AIS)	PDU A4 C100	110- 2004	WO3611132 

7/26/2018	4:00 PM	S330 (Wyndham)	PDU C1300	110- 2002	WO3611133 
7/26/2018	8:00 PM	S330 (Wyndham)	PDU D1300	110- 2002	WO3611133 

7/27/2018	4:00 PM	C100 (AIS)	PDU B2 C100	110- 2004	WO3611132 
7/27/2018	8:00 PM	C100 (AIS)	PDU B4 C100	110- 2004	WO3611132 
End of Week 1	
7/30/2018	5:00 PM	C100 (DLR Colo)	PDU A1 C100	110- 2004	WO3611129 
7/30/2018	10:00 PM	S360 (Petsmart)	PDU E5300	110- 2003	WO3616447 

7/31/2018	5:00 PM	S340 (DLR Colo)	PDU ABQ300	110- 2002	WO3611137 
7/31/2018	10:00 PM	S360 (Petsmart)	PDU E6300	110- 2003	WO3616447 

8/1/2018	5:00 PM	C100 (DLR Colo)	PDU B1 C100	110- 2004	WO3611129 
8/1/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141 

8/2/2018	5:00 PM	S340 (DLR Colo)	PDU E2300	110- 2002	WO3611137 
8/2/2018	9:00 PM	S380 Cage 200 (NXP)	PDU A3 110-2248	WO3611141",Serial_Date_Lot_Code__c,True
96,50046000009zzsVAAQ,"troubleshoot RPP and replace display as needed.  part is on site.
serial # 12017001-345

site
CyrusOne
7100 Metropolis Dr
Austin, TX  78744",PCBA - Hardware Issue,"Visit to replace Display on1 RPP. Customer Also had SAS TX Alarms on 2 STSs.																																																																													
Rebooted Display on RPP to fix. Unit also had cureent alarms, set breaker sizes to clear.																																																																													
Put STSs in half bypass. Cut fiber cables on both ends to clear SAS TX Alarm.																																																																													
Put STSs back to normal,																																																																													
No other Alarms or issues..",Site Visit,Display,replace,Closed,3/29/2019 22:10,RPP,RPP,1.0,Product_1__c,False
97,50046000009zzsVAAQ,"troubleshoot RPP and replace display as needed.  part is on site.
serial # 12017001-345

site
CyrusOne
7100 Metropolis Dr
Austin, TX  78744",PCBA - Hardware Issue,"Visit to replace Display on1 RPP. Customer Also had SAS TX Alarms on 2 STSs.																																																																													
Rebooted Display on RPP to fix. Unit also had cureent alarms, set breaker sizes to clear.																																																																													
Put STSs in half bypass. Cut fiber cables on both ends to clear SAS TX Alarm.																																																																													
Put STSs back to normal,																																																																													
No other Alarms or issues..",Site Visit,Display,replace,Closed,3/29/2019 22:10,nan,,0.0,Product_2__c,True
98,50046000009zzsVAAQ,"troubleshoot RPP and replace display as needed.  part is on site.
serial # 12017001-345

site
CyrusOne
7100 Metropolis Dr
Austin, TX  78744",PCBA - Hardware Issue,"Visit to replace Display on1 RPP. Customer Also had SAS TX Alarms on 2 STSs.																																																																													
Rebooted Display on RPP to fix. Unit also had cureent alarms, set breaker sizes to clear.																																																																													
Put STSs in half bypass. Cut fiber cables on both ends to clear SAS TX Alarm.																																																																													
Put STSs back to normal,																																																																													
No other Alarms or issues..",Site Visit,Display,replace,Closed,3/29/2019 22:10,nan,,0.0,Product_3__c,True
99,50046000009zzsVAAQ,"troubleshoot RPP and replace display as needed.  part is on site.
serial # 12017001-345

site
CyrusOne
7100 Metropolis Dr
Austin, TX  78744",PCBA - Hardware Issue,"Visit to replace Display on1 RPP. Customer Also had SAS TX Alarms on 2 STSs.																																																																													
Rebooted Display on RPP to fix. Unit also had cureent alarms, set breaker sizes to clear.																																																																													
Put STSs in half bypass. Cut fiber cables on both ends to clear SAS TX Alarm.																																																																													
Put STSs back to normal,																																																																													
No other Alarms or issues..",Site Visit,Display,replace,Closed,3/29/2019 22:10,12017001-345,12017001-345,"troubleshoot RPP and replace display as needed.  part is on site.
serial # 12017001-345

site
CyrusOne
7100 Metropolis Dr
Austin, TX  78744",Serial_Date_Lot_Code__c,True
100,5004p00000DPYKvAAP,"Troubleshoot C2 output ams high alarm on M4 PDU, serial # 120-0109.  Have shipped a DCM board and  ASIM board for the repair.
Also, replace the EPO button on another unit.  part on site for that as well.

site
GigeNet
545 E. Algonquin Road
Arlington Heights, IL 60005",PCBA - Hardware Issue,Replaced DCM board to fix the current reading.  After it was installed I calibrated the board and no other issues were found,Site Visit,Display,replace,Closed,9/11/2019 13:30,PDU,PDU,1.0,Product_1__c,False
101,5004p00000DPYKvAAP,"Troubleshoot C2 output ams high alarm on M4 PDU, serial # 120-0109.  Have shipped a DCM board and  ASIM board for the repair.
Also, replace the EPO button on another unit.  part on site for that as well.

site
GigeNet
545 E. Algonquin Road
Arlington Heights, IL 60005",PCBA - Hardware Issue,Replaced DCM board to fix the current reading.  After it was installed I calibrated the board and no other issues were found,Site Visit,Display,replace,Closed,9/11/2019 13:30,nan,,0.0,Product_2__c,True
102,5004p00000DPYKvAAP,"Troubleshoot C2 output ams high alarm on M4 PDU, serial # 120-0109.  Have shipped a DCM board and  ASIM board for the repair.
Also, replace the EPO button on another unit.  part on site for that as well.

site
GigeNet
545 E. Algonquin Road
Arlington Heights, IL 60005",PCBA - Hardware Issue,Replaced DCM board to fix the current reading.  After it was installed I calibrated the board and no other issues were found,Site Visit,Display,replace,Closed,9/11/2019 13:30,nan,,0.0,Product_3__c,True
103,5004p00000DPYKvAAP,"Troubleshoot C2 output ams high alarm on M4 PDU, serial # 120-0109.  Have shipped a DCM board and  ASIM board for the repair.
Also, replace the EPO button on another unit.  part on site for that as well.

site
GigeNet
545 E. Algonquin Road
Arlington Heights, IL 60005",PCBA - Hardware Issue,Replaced DCM board to fix the current reading.  After it was installed I calibrated the board and no other issues were found,Site Visit,Display,replace,Closed,9/11/2019 13:30,120-0109,120-0109,"Troubleshoot C2 output ams high alarm on M4 PDU, serial # 120-0109.  Have shipped a DCM board and  ASIM board for the repair.
Also, replace the EPO button on another unit.  part on site for that as well.

site
GigeNet
545 E. Algonquin Road
Arlington Heights, IL 60005",Serial_Date_Lot_Code__c,True
