,Id,Customer_Issue_Summary__c,Customer_Issue__c,Resolution_Summary__c,Resolution__c,component,type,Status,ClosedDate,SerialNumberOrg,SerialNumberContract,Qty,src,SerialNumber,flag_validinstall
1673,5004p00000DNzWiAAL,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",Installation Request,upgrade complete,Site Visit,Display,upgrade,Closed,3/18/2021 15:33,110-2774-1-16,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0.0,Customer_Issue_Summary__c,110-2774-8,True
1674,5004p00000DNzWiAAL,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",Installation Request,upgrade complete,Site Visit,Display,upgrade,Closed,3/18/2021 15:33,110-2774-1-16,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0.0,Customer_Issue_Summary__c,110-2774-9,True
1675,5004p00000DNzWiAAL,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",Installation Request,upgrade complete,Site Visit,Display,upgrade,Closed,3/18/2021 15:33,110-2774-1-16,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0.0,Customer_Issue_Summary__c,110-2774-10,True
1676,5004p00000DNzWiAAL,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",Installation Request,upgrade complete,Site Visit,Display,upgrade,Closed,3/18/2021 15:33,110-2774-1-16,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0.0,Customer_Issue_Summary__c,110-2774-11,True
1677,5004p00000DNzWiAAL,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",Installation Request,upgrade complete,Site Visit,Display,upgrade,Closed,3/18/2021 15:33,110-2774-1-16,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0.0,Customer_Issue_Summary__c,110-2774-12,True
1678,5004p00000DNzWiAAL,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",Installation Request,upgrade complete,Site Visit,Display,upgrade,Closed,3/18/2021 15:33,110-2774-1-16,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0.0,Customer_Issue_Summary__c,110-2774-13,True
1679,5004p00000DNzWiAAL,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",Installation Request,upgrade complete,Site Visit,Display,upgrade,Closed,3/18/2021 15:33,110-2774-1-16,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0.0,Customer_Issue_Summary__c,110-2774-14,True
1680,5004p00000DNzWiAAL,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",Installation Request,upgrade complete,Site Visit,Display,upgrade,Closed,3/18/2021 15:33,110-2774-1-16,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0.0,Customer_Issue_Summary__c,110-2774-15,True
1681,5004p00000DNzWiAAL,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",Installation Request,upgrade complete,Site Visit,Display,upgrade,Closed,3/18/2021 15:33,110-2774-1-16,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0.0,Customer_Issue_Summary__c,110-2774-16,True
1682,5004p00000DNzWiAAL,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",Installation Request,upgrade complete,Site Visit,Display,upgrade,Closed,3/18/2021 15:33,180-1778-1-4,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0.0,Customer_Issue_Summary__c,180-1778-1,True
1683,5004p00000DNzWiAAL,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",Installation Request,upgrade complete,Site Visit,Display,upgrade,Closed,3/18/2021 15:33,180-1778-1-4,"Site info: 
John Limbacher 
571-420-8934
F150 suite upgrades
43830 Devin Schafron
Ashburn, VA
20147


SO 31186

SN: 110-2774-1-16
        180-1778-1-4
        180-1871-1-2

WEEK 1:

Monday: 1pm kick off meeting, staging for the week

Tuesday - Thursday start at 6 or 7 (talk to John Limbacher about when to be there when you meet monday)

Team: Robert, Samantha, Cheikh, 3 Rudy Hawkins techs 

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 


WEEK 2: 

Monday - Staging for the week 
Tuesday-Wednesday: 6am

Team: Robert, Samantha, Cheikh, Costas, 4 Rudy Hawkins techs

Scope: Replace existing monitoring in 8 PDUs with infinity upgraded monitor. 
            Replace side car internals on the same units 
            Replace 6 RPP monitors with infinity upgrade 


Parts included: 

PDU Kit: 
WS Infinity display mounted on new PDU door
VVIT PCB for voltage monitoring
Subfeed BCMS interface installed for 6 Breakers
18- 250A Split-core CTs
All mounting hardware and cables

RPP kit: 
WS Infinity display mounted on new RPP door
VVIT PCB for voltage monitoring
4 CT strips with BCMS interface installed
All mounting hardware and cables",0.0,Customer_Issue_Summary__c,180-1778-2,True
